,date,visitor,home,visitor_score,home_score,visitor_first_downs,visitor_net_yards,visitor_total_plays,visitor_avg_gain,visitor_time_of_possession,home_first_downs,home_net_yards,home_total_plays,home_avg_gain,home_time_of_possession
520,2012-09-23,St. Louis,Chicago,6,23,12,160,58,2.8,26:04,20,274,67,4.1,33:56
521,2012-09-23,Jacksonville,Indianapolis,22,17,15,333,54,6.2,27:36,23,437,75,5.8,32:24
522,2012-09-23,Tampa Bay,Dallas,10,16,12,166,55,3.0,26:56,14,297,66,4.5,33:04
523,2012-09-23,Buffalo,Cleveland,24,14,19,344,70,4.9,32:56,17,240,60,4.0,27:04
524,2012-09-23,San Francisco,Minnesota,13,24,19,280,58,4.8,26:32,25,344,76,4.5,33:28
525,2011-09-25,Atlanta,Tampa Bay,13,16,21,325,66,4.9,24:08,20,295,68,4.3,35:52
526,2011-09-25,Kansas City,San Diego,17,20,13,252,52,4.8,25:17,22,375,70,5.4,34:43
527,2011-09-25,Arizona,Seattle,10,13,20,324,70,4.6,31:49,16,261,65,4.0,28:11
528,2011-09-25,Pittsburgh,Indianapolis,23,20,19,408,68,6.0,33:58,14,241,62,3.9,26:02
529,2011-09-26,Washington,Dallas,16,18,20,298,62,4.8,28:24,17,375,63,6.0,31:36
530,2011-09-25,Green Bay,Chicago,27,17,24,392,69,5.7,37:29,12,291,52,5.6,22:31
531,2011-10-02,New Orleans,Jacksonville,23,10,30,503,81,6.2,37:05,15,274,62,4.4,22:55
532,2011-10-02,Carolina,Chicago,29,34,24,543,72,7.5,33:29,15,317,49,6.5,26:31
533,2011-10-02,Detroit,Dallas,34,30,18,303,60,5.0,23:21,25,434,75,5.8,36:39
534,2011-10-02,Buffalo,Cincinnati,20,23,12,273,56,4.9,28:39,25,458,70,6.5,31:21
535,2011-10-02,Washington,St. Louis,17,10,16,339,69,4.9,35:10,14,172,67,2.6,24:50
536,2011-10-02,Minnesota,Kansas City,17,22,17,341,62,5.5,32:10,15,350,60,5.8,27:50
537,2011-10-02,Tennessee,Cleveland,31,13,13,332,50,6.6,23:07,25,416,87,4.8,36:53
538,2010-10-10,Jacksonville,Buffalo,36,26,21,381,62,6.1,34:21,17,306,54,5.7,25:39
539,2011-10-02,San Francisco,Philadelphia,24,23,22,442,61,7.2,28:52,23,513,68,7.5,31:08
540,2010-10-10,Tennessee,Dallas,34,27,17,321,55,5.8,23:16,25,511,75,6.8,36:44
541,2010-10-10,Philadelphia,San Francisco,27,24,17,352,62,5.7,30:48,21,364,63,5.8,29:12
542,2010-10-10,New Orleans,Arizona,20,30,19,358,62,5.8,30:01,12,194,57,3.4,29:59
543,2010-10-10,San Diego,Oakland,27,35,29,506,71,7.1,32:46,14,279,58,4.8,27:14
544,2010-10-17,San Diego,St. Louis,17,20,22,287,61,4.7,26:37,20,300,69,4.3,33:23
545,2010-10-17,Detroit,NY Giants,20,28,16,366,72,5.1,27:18,24,334,62,5.4,32:42
546,2010-10-17,Atlanta,Philadelphia,17,31,20,293,64,4.6,25:57,23,474,68,7.0,34:03
547,2010-10-17,New Orleans,Tampa Bay,31,6,27,475,64,7.4,31:29,21,277,66,4.2,28:31
548,2010-10-17,Miami,Green Bay,23,20,26,381,78,4.9,37:56,16,359,59,6.1,28:03
549,2010-10-11,Minnesota,NY Jets,20,29,16,336,62,5.4,26:05,20,328,78,4.2,33:55
550,2010-10-17,Baltimore,New England,20,23,21,377,72,5.2,40:14,23,394,73,5.4,32:50
553,2010-10-17,Seattle,Chicago,23,20,20,353,71,5.0,34:23,15,307,59,5.2,25:37
566,2017-09-11,New Orleans,Minnesota,19,29,19,344,59,5.8,28:44,23,470,63,7.5,31:16
567,2017-09-14,Houston,Cincinnati,13,9,14,266,62,4.3,32:15,12,295,62,4.8,27:45
568,2017-09-17,Arizona,Indianapolis,16,13,17,389,65,6.0,28:49,18,266,70,3.8,33:09
569,2017-09-11,LA Chargers,Denver,21,24,17,249,56,4.4,25:47,22,321,68,4.7,34:13
570,2017-09-17,Cleveland,Baltimore,10,24,20,386,66,5.8,26:36,24,337,68,5.0,33:24
571,2017-09-17,Chicago,Tampa Bay,7,29,19,310,62,5.0,26:49,22,311,67,4.6,33:11
572,2017-09-17,Philadelphia,Kansas City,20,27,27,406,69,5.9,30:49,16,344,51,6.7,29:11
573,2017-09-17,Tennessee,Jacksonville,37,16,21,390,64,6.1,30:46,20,310,61,5.1,29:14
574,2017-09-17,Buffalo,Carolina,3,9,10,176,51,3.5,21:07,19,255,66,3.9,38:53
575,2017-09-17,Minnesota,Pittsburgh,9,26,14,237,60,4.0,25:38,22,335,69,4.9,34:22
576,2017-09-17,New England,New Orleans,36,20,29,555,72,7.7,35:06,20,429,63,6.8,24:54
577,2017-09-17,NY Jets,Oakland,20,45,17,271,53,5.1,28:58,21,410,55,7.5,31:02
578,2015-09-27,Cincinnati,Baltimore,28,24,23,458,65,7.0,30:08,19,398,67,5.9,29:52
579,2015-09-27,New Orleans,Carolina,22,27,27,380,63,6.0,32:44,24,431,62,7.0,27:16
580,2017-09-17,Miami,LA Chargers,19,17,21,336,68,4.9,33:22,24,367,54,6.8,26:38
581,2015-09-27,Philadelphia,NY Jets,24,17,18,231,67,3.4,28:11,19,323,75,4.3,31:49
582,2015-09-27,Jacksonville,New England,17,51,15,293,55,5.3,25:20,35,471,76,6.2,34:40
583,2015-09-27,San Diego,Minnesota,14,31,21,369,72,5.1,33:29,18,284,55,5.2,26:31
584,2015-09-27,Tampa Bay,Houston,9,19,14,318,56,5.7,23:43,30,413,86,4.8,36:17
585,2015-09-27,Pittsburgh,St. Louis,12,6,17,259,57,4.5,32:19,12,258,49,5.3,27:41
586,2015-09-27,San Francisco,Arizona,7,47,10,156,50,3.1,23:28,28,446,70,6.4,36:32
587,2015-09-27,Denver,Detroit,24,12,19,354,62,5.7,28:52,22,290,68,4.3,31:08
588,2015-09-27,Buffalo,Miami,41,14,21,428,63,6.8,31:53,21,391,71,5.5,28:07
589,2015-09-27,Chicago,Seattle,0,26,7,146,46,3.2,27:24,17,371,63,5.9,32:36
590,2015-09-28,Kansas City,Green Bay,28,38,23,326,65,5.0,26:30,26,448,68,6.6,33:30
591,2015-10-01,Baltimore,Pittsburgh,23,20,21,356,78,4.6,37:43,17,263,63,4.2,32:09
592,2016-09-12,Los Angeles,San Francisco,0,28,10,185,60,3.1,27:50,28,320,77,4.2,32:10
593,2016-09-18,San Francisco,Carolina,27,46,16,302,64,4.7,24:06,26,529,78,6.8,35:54
594,2016-09-18,Cincinnati,Pittsburgh,16,24,21,412,73,5.6,27:05,19,374,74,5.1,32:55
595,2016-09-18,Dallas,Washington,27,23,24,380,64,5.9,32:51,24,432,65,6.6,27:09
596,2016-09-15,NY Jets,Buffalo,37,31,28,493,71,6.9,39:12,16,393,50,7.9,20:48
597,2016-09-18,New Orleans,NY Giants,13,16,16,288,59,4.9,25:53,22,417,75,5.6,34:07
598,2016-09-18,Miami,New England,24,31,23,457,61,7.5,23:14,29,463,75,6.2,36:46
599,2016-09-18,Tennessee,Detroit,16,15,22,363,60,6.0,30:51,22,375,67,5.6,29:09
600,2016-09-18,Kansas City,Houston,12,19,14,291,60,4.8,26:01,15,351,69,5.1,33:59
601,2016-09-18,Seattle,Los Angeles,3,9,17,306,61,5.0,30:03,17,283,58,4.9,29:57
602,2016-09-18,Baltimore,Cleveland,25,20,22,382,71,5.4,30:59,17,387,59,6.6,29:01
603,2016-09-18,Tampa Bay,Arizona,7,40,21,306,76,4.0,30:57,20,416,65,6.4,29:03
604,2016-09-18,Jacksonville,San Diego,14,38,20,388,63,6.2,25:08,25,357,63,5.7,34:52
605,2013-09-22,St. Louis,Dallas,7,31,17,232,67,3.5,26:32,21,396,59,6.7,33:28
606,2016-09-18,Atlanta,Oakland,35,28,27,528,64,8.2,27:15,29,454,71,6.4,32:45
607,2013-09-22,San Diego,Tennessee,17,20,19,277,53,5.2,28:22,23,452,68,6.6,31:38
608,2013-09-22,Indianapolis,San Francisco,27,7,23,336,67,5.0,36:25,14,254,53,4.8,23:35
609,2013-09-22,Atlanta,Miami,23,27,24,377,68,5.5,37:09,16,285,55,5.2,22:51
610,2013-09-22,Jacksonville,Seattle,17,45,17,265,66,4.0,27:25,28,479,67,7.1,32:35
611,2013-09-22,Chicago,Pittsburgh,40,23,15,258,60,4.3,31:36,21,459,65,7.1,28:24
612,2013-09-22,Buffalo,NY Jets,20,27,18,328,75,4.4,25:47,20,513,70,7.3,34:13
613,2013-09-26,San Francisco,St. Louis,35,11,19,370,65,5.7,31:45,14,188,65,2.9,28:15
614,2013-09-23,Oakland,Denver,21,37,13,342,51,6.7,24:36,31,536,73,7.3,35:24
615,2012-09-23,Atlanta,San Diego,27,3,25,384,68,5.6,36:14,15,280,56,5.0,23:46
616,2012-09-23,NY Jets,Miami,23,20,21,388,79,4.9,35:23,23,381,79,4.8,33:33
617,2012-09-23,Philadelphia,Arizona,6,27,16,307,63,4.9,25:27,16,292,61,4.8,34:33
618,2012-09-23,New England,Baltimore,30,31,33,396,77,5.1,31:03,28,503,65,7.7,28:57
619,2012-09-24,Green Bay,Seattle,12,14,22,268,68,3.9,33:39,14,238,51,4.7,26:21
620,2012-09-23,Pittsburgh,Oakland,31,34,24,433,70,6.2,36:15,21,321,56,5.7,23:45
621,2012-09-23,Houston,Denver,31,25,23,436,65,6.7,31:40,24,375,76,4.9,28:20
622,2012-09-27,Cleveland,Baltimore,16,23,20,357,70,5.1,26:57,23,438,77,5.7,33:03
623,2012-09-30,Tennessee,Houston,14,38,17,325,60,5.4,27:34,16,297,59,5.0,32:26
624,2012-09-30,New England,Buffalo,52,28,33,580,77,7.5,30:47,19,438,69,6.3,29:13
625,2012-09-30,Minnesota,Detroit,20,13,15,227,56,4.1,29:18,23,341,76,4.5,30:42
626,2012-09-30,Seattle,St. Louis,13,19,19,319,61,5.2,29:52,15,286,60,4.8,30:08
627,2012-09-30,San Francisco,NY Jets,34,0,26,381,68,5.6,36:56,9,145,50,2.9,23:04
628,2012-09-30,Carolina,Atlanta,28,30,21,404,63,6.4,30:06,24,426,66,6.5,29:54
629,2011-10-02,NY Giants,Arizona,31,27,24,360,65,5.5,28:01,22,368,70,5.3,31:59
630,2011-10-02,Pittsburgh,Houston,10,17,20,296,57,5.2,28:17,17,318,56,5.7,31:43
631,2011-10-02,Atlanta,Seattle,30,28,25,412,78,5.3,40:10,20,372,53,7.0,19:50
632,2011-10-02,Miami,San Diego,16,26,16,248,55,4.5,26:42,21,411,61,6.7,33:18
633,2011-10-02,Denver,Green Bay,23,49,18,384,56,6.9,26:59,26,507,69,7.3,33:01
634,2011-10-02,New England,Oakland,31,19,25,409,61,6.7,26:40,24,504,66,7.6,33:20
635,2011-10-02,NY Jets,Baltimore,17,34,7,150,56,2.7,22:32,16,267,73,3.7,37:28
636,2011-10-03,Indianapolis,Tampa Bay,17,24,13,318,52,6.1,21:00,25,466,77,6.1,39:00
637,2011-10-09,Cincinnati,Jacksonville,30,20,13,239,66,3.6,32:33,12,296,58,5.1,27:27
638,2011-10-09,Tennessee,Pittsburgh,17,38,20,306,70,4.4,27:38,26,431,64,6.7,32:22
639,2011-10-09,New Orleans,Carolina,30,27,27,444,75,5.9,34:40,20,381,54,7.1,25:20
640,2010-10-17,Kansas City,Houston,31,35,25,417,68,6.1,33:28,23,421,57,7.4,26:32
641,2011-10-09,Oakland,Houston,25,20,11,278,60,4.6,25:35,21,473,79,6.0,34:25
642,2010-10-17,Cleveland,Pittsburgh,10,28,17,327,60,5.5,28:04,22,378,62,6.1,31:56
643,2010-10-17,NY Jets,Denver,24,20,17,319,62,5.1,29:37,21,346,72,4.8,30:23
644,2010-10-17,Indianapolis,Washington,27,24,22,469,68,6.9,27:30,23,335,72,4.7,32:30
645,2010-10-17,Oakland,San Francisco,9,17,10,179,53,3.4,26:39,17,349,66,5.3,33:21
646,2010-10-17,Dallas,Minnesota,21,24,16,314,60,5.2,32:10,14,188,50,3.8,27:50
647,2010-10-24,Philadelphia,Tennessee,19,37,21,326,73,4.5,33:24,15,328,60,5.5,26:36
648,2010-10-18,Tennessee,Jacksonville,30,3,20,324,60,5.4,32:45,17,249,63,4.0,27:15
649,2010-10-24,Jacksonville,Kansas City,20,42,19,300,58,5.2,26:00,25,426,61,7.0,34:00
650,2010-10-24,San Francisco,Carolina,20,23,15,282,56,5.0,23:55,22,379,76,5.0,36:05
651,2010-10-24,Cincinnati,Atlanta,32,39,28,469,74,6.3,30:22,22,452,63,7.2,29:38
653,2010-10-24,Pittsburgh,Miami,23,22,15,348,57,6.1,30:49,15,313,58,5.4,29:11
654,2010-10-24,Washington,Chicago,17,14,13,308,62,5.0,29:12,19,322,60,5.4,30:48
664,2017-09-17,Dallas,Denver,17,42,16,268,66,4.1,26:10,26,380,73,5.2,33:50
667,2017-09-17,San Francisco,Seattle,9,12,11,248,48,5.2,23:02,21,312,79,3.9,36:58
668,2017-09-17,Washington,LA Rams,27,20,21,385,68,5.7,36:19,14,332,49,6.8,23:41
669,2017-09-21,LA Rams,San Francisco,41,39,26,418,60,7.0,29:43,25,421,74,5.7,30:17
670,2017-09-17,Green Bay,Atlanta,23,34,24,367,68,5.4,31:23,19,364,58,6.3,28:37
671,2017-09-24,Baltimore,Jacksonville,7,44,12,186,54,3.4,25:57,24,410,68,6.0,34:03
672,2017-09-24,Atlanta,Detroit,30,26,26,428,65,6.6,32:35,21,324,66,4.9,27:25
673,2017-09-18,Detroit,NY Giants,24,10,12,257,56,4.6,32:47,14,270,55,4.9,27:13
674,2017-09-24,Denver,Buffalo,16,26,21,366,66,5.5,29:34,16,272,63,4.3,30:26
675,2017-09-24,Pittsburgh,Chicago,17,23,19,282,59,4.8,27:34,18,306,62,4.9,33:59
676,2017-09-24,New Orleans,Carolina,34,13,21,362,57,6.4,31:09,18,288,59,4.9,28:51
677,2017-09-24,Cleveland,Indianapolis,28,31,25,346,69,5.0,26:33,16,335,63,5.3,33:27
678,2017-09-24,Houston,New England,33,36,23,417,67,6.2,33:38,21,396,60,6.6,26:22
679,2015-10-04,NY Giants,Buffalo,24,10,19,303,64,4.7,30:33,14,313,68,4.6,29:27
680,2015-10-04,NY Jets,Miami,27,14,23,425,72,5.9,37:23,17,226,58,3.9,22:37
681,2015-10-04,Carolina,Tampa Bay,37,23,17,244,57,4.3,27:52,25,411,75,5.5,32:08
682,2015-10-04,Jacksonville,Indianapolis,13,16,21,431,79,5.5,36:10,22,326,74,4.4,34:14
683,2015-10-04,Philadelphia,Washington,20,23,14,320,51,6.3,18:52,25,417,79,5.3,41:08
684,2015-10-04,Houston,Atlanta,21,48,24,428,75,5.7,24:08,22,378,64,5.9,35:52
685,2015-10-04,Oakland,Chicago,20,22,16,243,57,4.3,26:38,23,371,75,4.9,33:22
686,2015-10-04,Kansas City,Cincinnati,21,36,24,461,73,6.3,36:53,18,445,50,8.9,23:07
687,2015-10-04,Cleveland,San Diego,27,30,20,432,66,6.5,34:19,23,438,61,7.2,25:41
688,2015-10-04,Green Bay,San Francisco,17,3,18,362,68,5.3,36:34,8,196,50,3.9,23:26
689,2015-10-04,St. Louis,Arizona,24,22,13,328,51,6.4,26:47,26,447,71,6.3,33:13
690,2015-10-04,Dallas,New Orleans,20,26,21,335,57,5.9,29:20,27,438,69,6.3,30:53
691,2015-10-04,Minnesota,Denver,20,23,19,325,69,4.7,33:54,18,344,53,6.5,26:06
692,2016-09-19,Philadelphia,Chicago,29,14,21,280,68,4.1,36:05,16,284,50,5.7,23:55
693,2016-09-18,Indianapolis,Denver,20,34,19,253,66,3.8,29:19,24,400,65,6.2,30:41
694,2016-09-22,Houston,New England,0,27,19,284,70,4.1,31:22,15,282,59,4.8,28:38
695,2016-09-18,Green Bay,Minnesota,14,17,20,263,64,4.1,29:42,15,284,57,5.0,30:18
696,2016-09-25,Arizona,Buffalo,18,33,25,348,77,4.5,34:00,16,297,61,4.9,26:00
697,2016-09-25,Oakland,Tennessee,17,10,17,368,61,6.0,29:03,19,393,63,6.2,30:57
698,2016-09-25,Cleveland,Miami,24,30,21,430,74,5.8,37:22,23,426,65,6.6,29:12
699,2016-09-25,Washington,NY Giants,29,27,20,403,68,5.9,33:26,28,457,61,7.5,26:34
700,2016-09-25,Baltimore,Jacksonville,19,17,18,283,64,4.4,31:06,14,216,63,3.4,28:54
701,2016-09-25,Detroit,Green Bay,27,34,22,418,67,6.2,35:07,17,324,50,6.5,24:53
702,2016-09-25,Minnesota,Carolina,22,10,13,211,54,3.9,25:08,18,306,72,4.2,34:52
703,2016-09-25,Denver,Cincinnati,29,17,21,355,60,5.9,27:54,20,332,64,5.2,32:06
704,2016-09-25,Los Angeles,Tampa Bay,37,32,18,320,60,5.3,26:24,30,472,82,5.8,33:36
705,2013-09-29,Baltimore,Buffalo,20,23,15,345,63,5.5,23:34,19,350,79,4.4,36:26
706,2013-09-29,Arizona,Tampa Bay,13,10,17,296,59,5.0,25:55,20,253,76,3.3,34:05
707,2013-09-29,Cincinnati,Cleveland,6,17,16,266,64,4.2,28:51,18,336,71,4.7,31:09
708,2013-09-29,Seattle,Houston,23,20,15,270,58,4.7,31:48,29,476,88,5.4,39:53
709,2013-09-29,Chicago,Detroit,32,40,18,417,66,6.3,28:11,23,387,66,5.9,31:49
710,2013-09-29,Indianapolis,Jacksonville,37,3,26,437,70,6.2,36:38,14,205,54,3.8,23:22
711,2013-09-29,NY Giants,Kansas City,7,31,11,298,61,4.9,24:04,21,390,70,5.6,35:56
712,2012-09-30,San Diego,Kansas City,37,20,19,293,60,4.9,33:52,25,349,66,5.3,26:08
713,2012-09-30,Oakland,Denver,6,37,12,237,53,4.5,22:35,26,503,77,6.5,37:25
714,2012-09-30,Cincinnati,Jacksonville,27,10,20,382,65,5.9,31:19,17,212,58,3.7,28:41
715,2012-09-30,Washington,Tampa Bay,24,22,27,474,67,7.1,32:19,16,373,58,6.4,27:41
716,2012-09-30,Miami,Arizona,21,24,21,480,74,6.5,35:00,19,297,71,4.2,31:31
717,2012-09-30,NY Giants,Philadelphia,17,19,20,366,61,6.0,26:39,22,422,68,6.2,33:21
718,2012-10-01,Chicago,Dallas,34,18,18,360,54,6.7,30:50,26,430,68,6.3,29:10
719,2012-09-30,New Orleans,Green Bay,27,28,25,474,75,6.3,30:28,30,421,66,6.4,29:32
720,2012-10-04,Arizona,St. Louis,3,17,20,282,76,3.7,34:22,12,242,54,4.5,25:38
721,2012-10-07,Green Bay,Indianapolis,27,30,21,356,61,5.8,24:44,28,464,89,5.2,35:16
722,2012-10-07,Philadelphia,Pittsburgh,14,16,19,246,56,4.4,26:29,22,343,68,5.0,33:31
723,2012-10-07,Miami,Cincinnati,17,13,15,279,63,4.4,28:49,18,298,65,4.6,31:11
724,2012-10-07,Cleveland,NY Giants,27,41,15,375,54,6.9,24:36,30,502,71,7.1,35:24
725,2011-10-09,Philadelphia,Buffalo,24,31,24,489,60,8.2,26:22,21,331,63,5.3,33:38
726,2011-10-09,Arizona,Minnesota,10,34,18,291,76,3.8,31:01,20,332,59,5.6,28:59
727,2011-10-09,Seattle,NY Giants,36,25,22,424,76,5.6,28:46,21,464,67,6.9,31:14
728,2012-10-07,Atlanta,Washington,24,17,28,421,81,5.2,37:01,12,316,48,6.6,22:59
729,2011-10-09,Kansas City,Indianapolis,28,24,26,436,69,6.3,33:07,15,355,54,6.6,26:53
730,2011-10-09,San Diego,Denver,29,24,25,418,77,5.4,40:08,13,275,46,6.0,19:52
731,2011-10-09,NY Jets,New England,21,30,14,255,53,4.8,26:05,26,446,72,6.2,33:55
732,2011-10-09,Tampa Bay,San Francisco,3,48,14,272,61,4.5,28:58,28,418,58,7.2,31:02
733,2011-10-16,St. Louis,Green Bay,3,24,22,424,72,5.9,30:41,20,399,61,6.5,29:19
734,2011-10-10,Chicago,Detroit,13,24,23,359,66,5.4,39:03,16,395,47,8.4,20:57
735,2011-10-16,Buffalo,NY Giants,24,27,17,374,56,6.7,29:13,24,414,65,6.4,30:47
736,2011-10-09,Green Bay,Atlanta,25,14,19,426,63,6.8,33:11,18,251,55,4.6,26:49
737,2011-10-16,Indianapolis,Cincinnati,17,27,18,273,58,4.7,26:24,17,358,63,5.7,33:36
738,2011-10-16,Carolina,Atlanta,17,31,24,368,62,5.9,29:26,24,325,58,5.6,30:34
739,2010-10-24,Buffalo,Baltimore,34,37,27,514,79,6.5,38:36,21,364,62,5.9,25:30
740,2010-10-24,Cleveland,New Orleans,30,17,12,210,46,4.6,24:26,25,394,77,5.1,35:34
741,2010-10-24,Arizona,Seattle,10,22,13,227,55,4.1,22:43,16,302,79,3.8,37:17
742,2010-10-24,St. Louis,Tampa Bay,17,18,19,285,59,4.8,28:41,17,313,64,4.9,31:19
743,2010-10-24,New England,San Diego,23,20,15,179,58,3.1,25:35,23,363,71,5.1,34:25
744,2010-10-24,Oakland,Denver,59,14,29,508,74,6.9,38:39,11,240,50,4.8,21:21
745,2010-10-25,NY Giants,Dallas,41,35,25,497,73,6.8,37:31,14,254,56,4.5,22:29
746,2010-10-24,Minnesota,Green Bay,24,28,21,402,66,6.1,31:04,20,379,58,6.5,28:56
747,2010-10-31,Carolina,St. Louis,10,20,14,201,57,3.5,23:32,15,246,63,3.9,36:28
748,2010-10-31,Buffalo,Kansas City,10,13,23,328,84,3.9,39:22,24,414,74,5.6,35:38
749,2010-10-31,Jacksonville,Dallas,35,17,20,387,58,6.7,32:35,25,415,73,5.7,27:25
750,2010-10-31,Miami,Cincinnati,22,14,20,354,68,5.2,33:29,16,262,64,4.1,26:31
765,2017-09-24,Tampa Bay,Minnesota,17,34,20,342,51,6.7,22:14,25,494,70,7.1,37:46
766,2017-09-24,NY Giants,Philadelphia,24,27,21,415,64,6.5,22:28,24,354,73,4.8,37:32
767,2017-09-24,Miami,NY Jets,6,20,16,225,63,3.6,23:52,16,336,59,5.7,36:08
768,2017-09-24,Oakland,Washington,10,27,7,128,48,2.7,21:54,18,472,65,7.3,38:06
769,2017-09-24,Seattle,Tennessee,27,33,24,433,72,6.0,27:19,21,420,67,6.3,32:41
770,2017-09-24,Cincinnati,Green Bay,24,27,21,301,60,5.0,34:17,22,344,65,5.3,29:21
771,2017-09-24,Kansas City,LA Chargers,24,10,16,311,51,6.1,30:26,24,330,68,4.9,29:34
772,2017-09-25,Dallas,Arizona,28,17,15,273,45,6.1,23:45,22,332,75,4.4,36:15
773,2017-09-28,Chicago,Green Bay,14,35,20,308,64,4.8,31:51,17,260,53,4.9,28:09
774,2017-10-01,New Orleans,Miami,20,0,22,347,70,5.0,34:28,11,186,47,4.0,25:32
775,2015-10-11,Chicago,Kansas City,18,17,21,328,73,4.5,33:37,16,287,58,4.9,26:23
776,2017-10-01,Pittsburgh,Baltimore,26,9,22,381,73,5.2,35:29,18,288,68,4.2,24:31
777,2015-10-05,Detroit,Seattle,10,13,12,256,53,4.8,27:56,18,345,63,5.5,32:04
778,2017-10-01,Buffalo,Atlanta,23,17,15,281,59,4.8,28:45,25,389,72,5.4,31:15
779,2015-10-11,Seattle,Cincinnati,24,27,16,397,57,7.0,30:35,27,419,79,5.3,40:49
780,2015-10-08,Indianapolis,Houston,27,20,22,323,59,5.5,27:33,24,444,70,6.3,32:27
781,2015-10-11,Washington,Atlanta,19,25,18,270,57,4.7,27:49,29,418,77,5.4,34:56
782,2015-10-11,Jacksonville,Tampa Bay,31,38,21,325,56,5.8,25:19,20,369,61,6.0,34:41
783,2015-10-11,New Orleans,Philadelphia,17,39,19,388,69,5.6,25:58,34,519,79,6.6,34:02
784,2015-10-11,Buffalo,Tennessee,14,13,13,209,50,4.2,24:29,17,276,62,4.5,35:31
785,2015-10-11,Cleveland,Baltimore,33,30,25,505,80,6.3,39:16,22,377,67,5.6,29:01
786,2015-10-11,Arizona,Detroit,42,17,15,345,45,7.7,23:28,29,435,89,4.9,36:32
787,2015-10-11,Denver,Oakland,16,10,15,297,55,5.4,25:51,20,288,68,4.2,34:09
788,2015-10-11,New England,Dallas,30,6,20,356,55,6.5,26:48,18,265,66,4.0,33:12
789,2015-10-11,St. Louis,Green Bay,10,24,17,334,70,4.8,33:43,14,322,59,5.5,26:17
790,2016-09-25,NY Jets,Kansas City,3,24,17,305,66,4.6,27:55,18,293,62,4.7,32:05
791,2016-09-25,San Francisco,Seattle,18,37,12,254,56,4.5,24:03,18,418,65,6.4,35:57
792,2016-09-25,San Diego,Indianapolis,22,26,17,352,58,6.1,27:17,24,410,65,6.3,32:43
793,2016-09-25,Pittsburgh,Philadelphia,3,34,15,251,58,4.3,25:04,25,426,61,7.0,34:56
794,2015-10-11,San Francisco,NY Giants,27,30,22,380,64,5.9,28:02,30,525,75,7.0,31:58
795,2016-09-25,Chicago,Dallas,17,31,21,390,64,6.1,24:41,25,447,65,6.9,35:19
796,2016-09-29,Miami,Cincinnati,7,22,8,222,43,5.2,21:58,19,362,69,5.2,38:02
797,2016-09-26,Atlanta,New Orleans,45,32,26,442,63,7.0,27:26,32,474,79,6.0,32:34
798,2016-10-02,Tennessee,Houston,20,27,16,320,62,5.2,31:42,21,359,62,5.8,28:18
799,2016-10-02,Indianapolis,Jacksonville,27,30,23,284,73,3.9,32:39,23,331,65,5.1,27:21
800,2016-10-02,Cleveland,Washington,20,31,26,380,69,5.5,28:57,24,301,56,5.4,31:03
801,2016-10-02,Seattle,NY Jets,27,17,21,354,60,5.9,30:45,20,305,65,4.7,29:15
802,2016-10-02,Carolina,Atlanta,33,48,20,378,64,5.9,26:11,25,571,65,8.8,33:49
803,2016-10-02,Buffalo,New England,16,0,24,378,73,5.2,36:11,13,277,52,5.3,23:49
804,2016-10-02,Oakland,Baltimore,28,27,13,261,54,4.8,25:16,25,412,80,5.2,34:44
805,2016-10-02,Detroit,Chicago,14,17,16,263,56,4.7,26:46,23,408,67,6.1,33:14
806,2013-09-29,Pittsburgh,Minnesota,27,34,29,434,77,5.6,36:27,16,393,51,7.7,23:33
807,2013-09-29,NY Jets,Tennessee,13,38,16,330,62,5.3,29:22,17,322,65,5.0,30:38
808,2013-09-29,Philadelphia,Denver,20,52,21,450,69,6.5,26:38,35,472,71,6.6,33:22
809,2013-09-29,Washington,Oakland,24,14,15,339,64,5.3,27:38,14,298,65,4.6,32:22
810,2012-10-07,Baltimore,Kansas City,9,6,15,298,55,5.4,25:50,19,338,68,5.0,34:10
811,2012-10-07,Chicago,Jacksonville,41,3,26,501,73,6.9,36:00,10,189,53,3.6,24:00
812,2012-10-07,Seattle,Carolina,16,12,17,310,62,5.0,35:37,13,190,52,3.7,24:23
813,2012-10-07,Tennessee,Minnesota,7,30,18,267,69,3.9,26:54,25,433,67,6.5,33:06
814,2012-10-07,Buffalo,San Francisco,3,45,10,204,46,4.4,23:46,29,621,63,9.9,36:14
815,2012-10-07,San Diego,New Orleans,24,31,27,427,65,6.6,30:34,21,404,69,5.9,29:26
816,2012-10-07,Denver,New England,21,31,22,394,66,6.0,24:11,35,444,89,5.0,35:49
817,2012-10-08,Houston,NY Jets,23,17,18,378,63,6.0,35:16,15,286,58,4.9,24:44
818,2012-10-11,Pittsburgh,Tennessee,23,26,19,412,63,6.5,29:57,21,359,69,5.2,30:03
819,2012-10-14,Indianapolis,NY Jets,9,35,21,298,65,4.6,26:20,22,351,64,5.5,33:40
820,2012-10-14,Cincinnati,Cleveland,24,34,20,438,68,6.4,30:03,16,328,65,5.0,29:57
821,2012-10-14,Oakland,Atlanta,20,23,22,474,68,7.0,36:26,16,286,53,5.4,23:34
822,2012-10-14,Kansas City,Tampa Bay,10,38,15,260,68,3.8,33:11,19,463,51,9.1,26:49
823,2011-10-16,San Francisco,Detroit,25,19,14,314,63,5.0,29:39,21,310,73,4.2,30:21
824,2012-10-14,Dallas,Baltimore,29,31,30,481,79,6.1,40:03,19,316,49,6.4,19:57
